ID,Name,Description
92B41E9C14B6FD2564CABDE05D20ED97,z̻,LATIN SMALL LETTER Z - COMBINING SQUARE BELOW
DBE42D9F800951190701C823E013DD36,n̻d̻z̻,LATIN SMALL LETTER N - COMBINING SQUARE BELOW - LATIN SMALL LETTER D - COMBINING SQUARE BELOW - LATIN SMALL LETTER Z - COMBINING SQUARE BELOW
5FBB5E09485481B56B8480B90BA505E6,j̻,LATIN SMALL LETTER J - COMBINING SQUARE BELOW
198E3EBE25854A256D6C67EF286FA260,d̪,LATIN SMALL LETTER D - COMBINING BRIDGE BELOW
CA8311C01ED2E1F24E357921E0115843,ä,LATIN SMALL LETTER A - COMBINING DIAERESIS
5C38D512267991F8593C91ED6225A000,dy,LATIN SMALL LETTER D - LATIN SMALL LETTER Y
CD19CB9316949AF0F38FA75A4A5DFD1C,ly,LATIN SMALL LETTER L - LATIN SMALL LETTER Y
4B47D2DEF282C0C536455B044ED6CC39,rdʲ,LATIN SMALL LETTER R - LATIN SMALL LETTER D - MODIFIER LETTER SMALL J
47CBB8373638ABD1596A3439A9AAF076,ʱŋ,MODIFIER LETTER SMALL H WITH HOOK - LATIN SMALL LETTER ENG
582C59AB5023E7FA7FEAB87F759637D0,ʱn,MODIFIER LETTER SMALL H WITH HOOK - LATIN SMALL LETTER N
CFA6C8A690DEF2E07E3D0E4B92771531,ʱm,MODIFIER LETTER SMALL H WITH HOOK - LATIN SMALL LETTER M
E7617EE6B784486388D7DC3F27324238,ʱr,MODIFIER LETTER SMALL H WITH HOOK - LATIN SMALL LETTER R
D03EAE39C00E4DB92DA03D20F8E7BD5D,ʱl,MODIFIER LETTER SMALL H WITH HOOK - LATIN SMALL LETTER L
C7C88CBD69B1ACF8F0E1C5F6E2C12F6A,kl,LATIN SMALL LETTER K - LATIN SMALL LETTER L
BD1385A9C98D89EBD849E59810B17702,khl,LATIN SMALL LETTER K - LATIN SMALL LETTER H - LATIN SMALL LETTER L
38DA13AE6A742E78971F9AFEAB73FA3D,pl,LATIN SMALL LETTER P - LATIN SMALL LETTER L
649C5017AC14CB6407C7A92A9DEF7AF4,kr,LATIN SMALL LETTER K - LATIN SMALL LETTER R
C74C3837836560AF7E82FE6A168AF2A5,khr,LATIN SMALL LETTER K - LATIN SMALL LETTER H - LATIN SMALL LETTER R
AA8D89838923B0C551AD24CEF6ECFEFC,pr,LATIN SMALL LETTER P - LATIN SMALL LETTER R
D926DA3DF32136EB5051F2749BFA976F,ɫ,LATIN SMALL LETTER L WITH MIDDLE TILDE
E04A17BCE68CDB79E0F218B9BB5525F3,ʱw,MODIFIER LETTER SMALL H WITH HOOK - LATIN SMALL LETTER W
29CC4B837E75D8184D710FE95A17D169,ʱj,MODIFIER LETTER SMALL H WITH HOOK - LATIN SMALL LETTER J
C00494BFC11B161316C0A3B76B38E35D,ɨ̃ː,LATIN SMALL LETTER I WITH STROKE - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON
1709B3BEA8703B449759CCDB8CB0DE22,ə̃,LATIN SMALL LETTER SCHWA - COMBINING TILDE
CCF0350A2EFEF792529909972278B165,o̞,LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW
693D10AB1FCA7CE89C436798A2374572,cˀ,LATIN SMALL LETTER C - MODIFIER LETTER GLOTTAL STOP
A7316824D015BB114834C84C84FF9703,əo,LATIN SMALL LETTER SCHWA - LATIN SMALL LETTER O
D3BA2D5F87F9966B04E98AFF42CCFBD1,əe,LATIN SMALL LETTER SCHWA - LATIN SMALL LETTER E
3BF061602328921B3DB56E3BE972EDF7,ae,LATIN SMALL LETTER A - LATIN SMALL LETTER E
02A604E08F796D24553C283FEB500F66,ḭ,LATIN SMALL LETTER I WITH TILDE BELOW
5EDDCD762502FA9F1E90DEB15E6EB55E,a̰,LATIN SMALL LETTER A - COMBINING TILDE BELOW
3782FB8410A935CA3189FEF216420D73,ṵ,LATIN SMALL LETTER U - COMBINING TILDE BELOW
D196104345CAF2C5C1324D88CDAEC78A,ḭː,LATIN SMALL LETTER I WITH TILDE BELOW - MODIFIER LETTER TRIANGULAR COLON
3DAB40B640C2028F7F85B54A8ACCA9F2,a̰ː,LATIN SMALL LETTER A - COMBINING TILDE BELOW - MODIFIER LETTER TRIANGULAR COLON
ED54C3F115E06055D3721C152E71B149,ṵː,LATIN SMALL LETTER U - COMBINING TILDE BELOW - MODIFIER LETTER TRIANGULAR COLON
9F38F051ADBEAF0BBD331FEE5F68BA0A,nʲ,LATIN SMALL LETTER N - MODIFIER LETTER SMALL J
1F921FEBD8D693905940759A34A6E550,p̰,LATIN SMALL LETTER P - COMBINING TILDE BELOW
641796D23D5C33828E2EA3666E9DBD89,t̰,LATIN SMALL LETTER T - COMBINING TILDE BELOW
4121D651D50EEB87A9945DF90AE757F0,k̰,LATIN SMALL LETTER K - COMBINING TILDE BELOW
45AABA3F659ABE2D8611F3E2F07B3508,ɕ̰,LATIN SMALL LETTER C WITH CURL - COMBINING TILDE BELOW
26770129337E78245F6006266F845267,χʷ,GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL W
E6B424B5DCAE7554EF762BE5F76E64CD,aɯ,LATIN SMALL LETTER A - LATIN SMALL LETTER TURNED M
6C2941C205C1CC87FE4DA176324F3032,ɤɯ,LATIN SMALL LETTER RAMS HORN - LATIN SMALL LETTER TURNED M
1FCBA2F74274FF6CBC8636C9BAB66A2F,dˤ,LATIN SMALL LETTER D - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP
5CD0683A71734F676F28F2E766031D42,zˤ,LATIN SMALL LETTER Z - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP
239042BFB2014DFC337EAF40A01F04FF,ʌ̃ː,LATIN SMALL LETTER TURNED V - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON
62F2D358037999DD8307B44E411EB868,ʌ̃,LATIN SMALL LETTER TURNED V - COMBINING TILDE
FCE7A178F3B224872678D977525527D8,ˀt,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER T
883726078EEB02D11417FE176DA55233,ə̃ː,LATIN SMALL LETTER SCHWA - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON
8E49F2A4FF7279348EB9F4E6D63BE4EF,tɕʲ,LATIN SMALL LETTER T - LATIN SMALL LETTER C WITH CURL - MODIFIER LETTER SMALL J
086788FBE8279199800F92D6949F3992,ɕʲ,LATIN SMALL LETTER C WITH CURL - MODIFIER LETTER SMALL J
1889185069F76B614432ED5BCC88E7A8,ɕʲː,LATIN SMALL LETTER C WITH CURL - MODIFIER LETTER SMALL J - MODIFIER LETTER TRIANGULAR COLON
9BB5908C6A4AB20FD978A2C6FC4ED2C4,xʼ,LATIN SMALL LETTER X - MODIFIER LETTER APOSTROPHE
5F9569ABD93606B150A26ED9313458C9,W,LATIN CAPITAL LETTER W
60B8781E92BAA0E67F7D076695C7FC05,R,LATIN CAPITAL LETTER R
9D5D2F7396B96DB40D29BAEAD3CA1178,ɶː,LATIN LETTER SMALL CAPITAL OE - MODIFIER LETTER TRIANGULAR COLON
EB0AD53D3F3C5F8A82498357FBD00725,bʲ,LATIN SMALL LETTER B - MODIFIER LETTER SMALL J
5539D30B2EFDF0C85D7E9A5319331C78,ɢː,LATIN LETTER SMALL CAPITAL G - MODIFIER LETTER TRIANGULAR COLON
548D8E709B3C8F7FFB5983EA5E033D11,lʲ,LATIN SMALL LETTER L - MODIFIER LETTER SMALL J
389AD3D35B8C71D1C73ABD769FAF15EB,œ,LATIN SMALL LIGATURE OE
D18309C441A49467E2847B31B2532EC3,tsˀ,LATIN SMALL LETTER T - LATIN SMALL LETTER S - MODIFIER LETTER GLOTTAL STOP
2CF6738206C42B58A2491E90E03456FF,kʷˀ,LATIN SMALL LETTER K - MODIFIER LETTER SMALL W - MODIFIER LETTER GLOTTAL STOP
4D71E156E043B408A4C57C3E76CD5AEA,qʷˀ,LATIN SMALL LETTER Q - MODIFIER LETTER SMALL W - MODIFIER LETTER GLOTTAL STOP
E2E15AA6699C185F50C9C080A6BEE4F2,ɬʷˀ,LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER SMALL W - MODIFIER LETTER GLOTTAL STOP
3FBDA0A2A095420D052B100918A489EC,ʕʷ,LATIN LETTER PHARYNGEAL VOICED FRICATIVE - MODIFIER LETTER SMALL W
90E3248B43C5997CF9BDCD9E6DC07814,ɣˀ,LATIN SMALL LETTER GAMMA - MODIFIER LETTER GLOTTAL STOP
65096E7199FB5D6118AA4E120AA1E858,kǁ,LATIN SMALL LETTER K - LATIN LETTER LATERAL CLICK
18CEC675864CD88FB8E62C3BE51A7A56,kǃ,LATIN SMALL LETTER K - LATIN LETTER RETROFLEX CLICK
C5DC482F0D433B8ECFC74D4CBD9C6081,kǂ,LATIN SMALL LETTER K - LATIN LETTER ALVEOLAR CLICK
3233E8D478F39E8E9CE9A182309F7705,kǀ,LATIN SMALL LETTER K - LATIN LETTER DENTAL CLICK
42087FB8F05E0D496C88BD1DAF1DFAFB,ɡǁ,LATIN SMALL LETTER SCRIPT G - LATIN LETTER LATERAL CLICK
3DD5D68246BCC77EC6F902FB595FFE05,ɡǀ,LATIN SMALL LETTER SCRIPT G - LATIN LETTER DENTAL CLICK
29A34241717BD2C7CB9823A2CE1DF8D7,ɡǃ,LATIN SMALL LETTER SCRIPT G - LATIN LETTER RETROFLEX CLICK
044ECEA9E8E69B74668FBDB2D2C8AB68,kǁʰ,LATIN SMALL LETTER K - LATIN LETTER LATERAL CLICK - MODIFIER LETTER SMALL H
D83A55C0046BF5DD0D78348F0A650A28,kǀʰ,LATIN SMALL LETTER K - LATIN LETTER DENTAL CLICK - MODIFIER LETTER SMALL H
A45B76CAE87FF134C3593A7A5BBE479F,kǃʰ,LATIN SMALL LETTER K - LATIN LETTER RETROFLEX CLICK - MODIFIER LETTER SMALL H
457ACCCAC10A8E2FCD225B6653ABBA4C,kǁʼ,LATIN SMALL LETTER K - LATIN LETTER LATERAL CLICK - MODIFIER LETTER APOSTROPHE
C4BF47EF9EAF519D7D0F1B116497A950,kǀʼ,LATIN SMALL LETTER K - LATIN LETTER DENTAL CLICK - MODIFIER LETTER APOSTROPHE
882C43B0884E68786E983C79F4D52C65,kǃʼ,LATIN SMALL LETTER K - LATIN LETTER RETROFLEX CLICK - MODIFIER LETTER APOSTROPHE
78FF70B570134C274B58DA11237A3EE2,kǂʼ,LATIN SMALL LETTER K - LATIN LETTER ALVEOLAR CLICK - MODIFIER LETTER APOSTROPHE
141CE038E609CE179887C726278DB89D,kxʼ,LATIN SMALL LETTER K - LATIN SMALL LETTER X - MODIFIER LETTER APOSTROPHE
1FC7126B7567AA77B2C019B06C28E8EE,kǁx,LATIN SMALL LETTER K - LATIN LETTER LATERAL CLICK - LATIN SMALL LETTER X
08FE09233E12E9B44CBB92DBD7AC43C0,kǀx,LATIN SMALL LETTER K - LATIN LETTER DENTAL CLICK - LATIN SMALL LETTER X
6B4A638F9D4C33502FD12351E02396F9,kǃx,LATIN SMALL LETTER K - LATIN LETTER RETROFLEX CLICK - LATIN SMALL LETTER X
39D58657295D5BAE17801006E936C31F,kǂxʼ,LATIN SMALL LETTER K - LATIN LETTER ALVEOLAR CLICK - LATIN SMALL LETTER X - MODIFIER LETTER APOSTROPHE
14BB145889ED9EC987C696799E01E1EC,kǁxʼ,LATIN SMALL LETTER K - LATIN LETTER LATERAL CLICK - LATIN SMALL LETTER X - MODIFIER LETTER APOSTROPHE
535CE56578B35ABEE01395F9A1460A7E,kǀxʼ,LATIN SMALL LETTER K - LATIN LETTER DENTAL CLICK - LATIN SMALL LETTER X - MODIFIER LETTER APOSTROPHE
35437AA4CB5881A45D39AD4766E31348,kǃxʼ,LATIN SMALL LETTER K - LATIN LETTER RETROFLEX CLICK - LATIN SMALL LETTER X - MODIFIER LETTER APOSTROPHE
9AE8B1B7DEC32CF74FBFF68029DA1D08,ŋ̥ǀ,LATIN SMALL LETTER ENG - COMBINING RING BELOW - LATIN LETTER DENTAL CLICK
E08C7EDE7B5C3AC813DB60C151249E9F,ŋ̥ǃ,LATIN SMALL LETTER ENG - COMBINING RING BELOW - LATIN LETTER RETROFLEX CLICK
9AB481EC8BE46A8292AED4F6444EF71D,ŋ̥ǂ,LATIN SMALL LETTER ENG - COMBINING RING BELOW - LATIN LETTER ALVEOLAR CLICK
804839E511504309087F71DB32CB9294,ŋ̥ǁ,LATIN SMALL LETTER ENG - COMBINING RING BELOW - LATIN LETTER LATERAL CLICK
35CC3DCE04D851609CCD72B04506DCA6,ŋǃ,LATIN SMALL LETTER ENG - LATIN LETTER RETROFLEX CLICK
C7A41B68DC42384868C4594DBDA15133,nǂ,LATIN SMALL LETTER N - LATIN LETTER ALVEOLAR CLICK
3CACC2DCC79CD73D76B3A0C36F30DB30,ʌː,LATIN SMALL LETTER TURNED V - MODIFIER LETTER TRIANGULAR COLON
3D547FBDD249CB4EAAC805F63665EB99,t̺,LATIN SMALL LETTER T - COMBINING INVERTED BRIDGE BELOW
F6EFA3C282F195C662A3F3D46D50D595,t̻,LATIN SMALL LETTER T - COMBINING SQUARE BELOW
87206BFA83618E2007C724AA4CE66099,m̺,LATIN SMALL LETTER M - COMBINING INVERTED BRIDGE BELOW
1BB95EDC77BFC8071367FCFDC5830DCA,n̺,LATIN SMALL LETTER N - COMBINING INVERTED BRIDGE BELOW
20C1F9AD9776790CC5F64837AE0C94FC,n̻,LATIN SMALL LETTER N - COMBINING SQUARE BELOW
810FAFE2E381A78E1FFC5AEEB605942B,ɹ̺,LATIN SMALL LETTER TURNED R - COMBINING INVERTED BRIDGE BELOW
66B2AC19EC0D9C005314E4BC9AE05200,ṣ,LATIN SMALL LETTER S WITH DOT BELOW
1DEF797A9A7ACCC195043C777570DE07,ɒː,LATIN SMALL LETTER TURNED ALPHA - MODIFIER LETTER TRIANGULAR COLON
020B8B36617F0D60A3D983AF53439AAA,ʁʷ,LATIN LETTER SMALL CAPITAL INVERTED R - MODIFIER LETTER SMALL W
54A6714004BC6D660C5CD98F98D60CB7,t̠ʃʷ,LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH - MODIFIER LETTER SMALL W
74A4E7567788315270905CD7EC169EBD,dz̪,LATIN SMALL LETTER D - LATIN SMALL LETTER Z - COMBINING BRIDGE BELOW
BF5929006CF49F2E42EFD3C152EBE4E2,d̠ʒʷ,LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER EZH - MODIFIER LETTER SMALL W
1060701B31DA4A17063BA7684E2D0020,ɬˀ,LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER GLOTTAL STOP
01CDB0839612D41B2510B3AD2EFC1BCD,t̠ʃʷˀ,LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH - MODIFIER LETTER SMALL W - MODIFIER LETTER GLOTTAL STOP
EF73174DEB1FB7C52AC28939E2274A7A,eˑ,LATIN SMALL LETTER E - MODIFIER LETTER HALF TRIANGULAR COLON
326BFCC5DB3C0A6945AD53E82B871484,iˑ,LATIN SMALL LETTER I - MODIFIER LETTER HALF TRIANGULAR COLON
ED8861E34A0A51AD0B65F767BC8C1DBC,oˑ,LATIN SMALL LETTER O - MODIFIER LETTER HALF TRIANGULAR COLON
C53B1247C466DE903B1CEEEC7A7C1C96,uˑ,LATIN SMALL LETTER U - MODIFIER LETTER HALF TRIANGULAR COLON
59A9622EE2AA9F009FAF65B80537F3F1,aˑ,LATIN SMALL LETTER A - MODIFIER LETTER HALF TRIANGULAR COLON
75BEC0B14FC903A649A9C6C8066DE9E8,ŋʼ,LATIN SMALL LETTER ENG - MODIFIER LETTER APOSTROPHE
C924B6C2E4267705F07A3DD149EE2F11,ɲˀ,LATIN SMALL LETTER N WITH LEFT HOOK - MODIFIER LETTER GLOTTAL STOP
82C5F9E99D14BBEBDF6730B1A3C6360B,o̥,LATIN SMALL LETTER O - COMBINING RING BELOW
D38D121D7CE15AA49DC20CE0D6C56D43,nts,LATIN SMALL LETTER N - LATIN SMALL LETTER T - LATIN SMALL LETTER S
86FF194A51CE799C4E991C626FF7CA97,ɳʈ,LATIN SMALL LETTER N WITH RETROFLEX HOOK - LATIN SMALL LETTER T WITH RETROFLEX HOOK
923E169D84C70D89278B0FA651125EE1,tl,LATIN SMALL LETTER T - LATIN SMALL LETTER L
F4EFE42DB5B563642A3E8752D2E80437,nɬ,LATIN SMALL LETTER N - LATIN SMALL LETTER L WITH BELT
8170A98B4A4A9EC4ABABB8E49B6887E5,ntʲ,LATIN SMALL LETTER N - LATIN SMALL LETTER T - MODIFIER LETTER SMALL J
9CE598EF12A905D7C9D4C2DFF1DF5850,ŋkʷ,LATIN SMALL LETTER ENG - LATIN SMALL LETTER K - MODIFIER LETTER SMALL W
18DCAF1C4880F45D5B402E7D776A91D0,ʌ,LATIN SMALL LETTER TURNED V
CACB560618F54E3BD2CA0762C2CFB7B4,ɨa,LATIN SMALL LETTER I WITH STROKE - LATIN SMALL LETTER A
54E8DB7BBF6DAF8BC6FB0DBF0F5C9EA6,ˀp,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER P
18A49C7584A4DC09723816C1AC505BB4,ˀc,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER C
AA5E5F4CA323B60B9FD447991E430743,ˀk,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER K
9C65D3C01BFB34B29F3C15ADD7207FAB,ʄ̟,LATIN SMALL LETTER DOTLESS J WITH STROKE AND HOOK - COMBINING PLUS SIGN BELOW
BB7A86B7742DE9C7F2BBEDC95B181DC9,ɟ̟,LATIN SMALL LETTER DOTLESS J WITH STROKE - COMBINING PLUS SIGN BELOW
83145735AAAF58F0758F3C0B8A0D25F1,nɟ,LATIN SMALL LETTER N - LATIN SMALL LETTER DOTLESS J WITH STROKE
9EEEF6860B6442352B674A227C68B124,t̪ʰ,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL H
D3867260AB7CFE5A579FD7E8ACD31024,t̪ʼ,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER APOSTROPHE
F6C43224882036FC95D46CB7ADB6E016,c̟,LATIN SMALL LETTER C - COMBINING PLUS SIGN BELOW
7512624BB66890856072E662D7D43EC9,c̟ʰ,LATIN SMALL LETTER C - COMBINING PLUS SIGN BELOW - MODIFIER LETTER SMALL H
EA99994DE071FFA91B8904EBCB11C27D,c̟ʼ,LATIN SMALL LETTER C - COMBINING PLUS SIGN BELOW - MODIFIER LETTER APOSTROPHE
2B83D5895139F423A543FCC6EF5972A1,nð,LATIN SMALL LETTER N - LATIN SMALL LETTER ETH
92E1B0E16834519598F3C03EE7E974D9,l̪,LATIN SMALL LETTER L - COMBINING BRIDGE BELOW
D772DF2D32FF6913D9F501F1F7583361,L,LATIN CAPITAL LETTER L
749D239EAB1B3E6CA05A445F2EA78EDF,K,LATIN CAPITAL LETTER K
BC68559024AD5C03F12F4322C3197FA7,çˀ,LATIN SMALL LETTER C WITH CEDILLA - MODIFIER LETTER GLOTTAL STOP
456B4ED03D8ACA572B30D94972E9148A,xˀ,LATIN SMALL LETTER X - MODIFIER LETTER GLOTTAL STOP
E8B06BBA220BECED1D46A482BFB457E7,hˀ,LATIN SMALL LETTER H - MODIFIER LETTER GLOTTAL STOP
3A2EBE8650EB43A5A6D7C00ECA634291,l̻,LATIN SMALL LETTER L - COMBINING SQUARE BELOW
3BC1F6D2610834969E5525A131FC9E41,l̺,LATIN SMALL LETTER L - COMBINING INVERTED BRIDGE BELOW
81345F12922D0D6811F6BE87C0593038,r̺,LATIN SMALL LETTER R - COMBINING INVERTED BRIDGE BELOW
926CB39120C104E2AEBA6852ACE9D633,lɻ,LATIN SMALL LETTER L - LATIN SMALL LETTER TURNED R WITH HOOK
2060144B3E5025B6C6FAAEBAF9EC4038,bʷ,LATIN SMALL LETTER B - MODIFIER LETTER SMALL W
D8BA4CA3FEC4DBA428F4C21C9833134C,nr,LATIN SMALL LETTER N - LATIN SMALL LETTER R
6E7E5112EA50273566906EBBFD1997B2,mw,LATIN SMALL LETTER M - LATIN SMALL LETTER W
95996CAB019505C034CED3D0966D8E36,N,LATIN CAPITAL LETTER N
F271E20422EFEB166A404CD30498F5EE,t̠ʃː,LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH - MODIFIER LETTER TRIANGULAR COLON
E6DD826C141052A0D676CB683CC9DA79,x̟,LATIN SMALL LETTER X - COMBINING PLUS SIGN BELOW
7692161749A9C1076C207169234D0143,ŋ̟,LATIN SMALL LETTER ENG - COMBINING PLUS SIGN BELOW
C39DA742ED3DD44A5EFDBCC9003F49B6,ɴ,LATIN LETTER SMALL CAPITAL N
ADB3AC24685B0B696055B033C21BE21F,bʼ,LATIN SMALL LETTER B - MODIFIER LETTER APOSTROPHE
7FB2B818AD12A8989FC85424C4DBDADA,i1,LATIN SMALL LETTER I - DIGIT ONE
2CA23E9B741F89B6B247AE7E0907B564,e1,LATIN SMALL LETTER E - DIGIT ONE
41DEF840A217B161B86DF74FC26BF4F3,o1,LATIN SMALL LETTER O - DIGIT ONE
91D09C2A2B3239154C646B08B380DE5F,j̪,LATIN SMALL LETTER J - COMBINING BRIDGE BELOW
